room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
14284765,73214881,Private room,NORTHWEST,ARBOUR LAKE,16,5.0,2,1.0,28.0,1.0,51.139116,-114.204809,2016-09-11 17:35:48.507378
3410929,17198178,Entire home/apt,CENTRE,BELTLINE,0,,2,0.0,159.0,1.0,51.03866,-114.069495,2016-09-11 17:31:04.435491
8351795,15098443,Private room,CENTRE,RAMSAY,16,5.0,2,1.0,52.0,2.0,51.031688,-114.045527,2016-09-11 17:25:43.954284
4383647,22758997,Entire home/apt,CENTRE,RAMSAY,86,5.0,4,2.0,95.0,2.0,51.033107,-114.04803,2016-09-11 17:25:40.492526
10801124,21258369,Private room,WEST,ROSSCARROCK,25,4.5,2,1.0,29.0,1.0,51.03939,-114.143842,2016-09-11 17:25:29.584901
5916281,29711333,Private room,NORTHEAST,FALCONRIDGE,30,5.0,4,1.0,44.0,1.0,51.102028,-113.937122,2016-09-11 17:25:21.924587
14359693,29463160,Entire home/apt,NORTHWEST,ARBOUR LAKE,3,5.0,4,1.0,55.0,2.0,51.143136,-114.188877,2016-09-11 17:25:12.779159
2159077,3149904,Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,2,1.0,118.0,2.0,51.053612,-114.057184,2016-09-11 17:25:11.900581
3251078,14520053,Entire home/apt,CENTRE,BELTLINE,35,4.5,2,1.0,65.0,2.0,51.041039,-114.072112,2016-09-11 17:25:08.592655
14965226,80923647,Entire home/apt,CENTRE,EAU CLAIRE,0,,2,2.0,118.0,7.0,51.051828,-114.077266,2016-09-11 17:25:05.912997
6991892,36657640,Entire home/apt,CENTRE,BELTLINE,0,,2,2.0,256.0,1.0,51.042323,-114.05942,2016-09-11 17:25:03.282301
14442627,87936565,Entire home/apt,SOUTH,HAYSBORO,0,,2,1.0,46.0,1.0,50.975356,-114.073869,2016-09-11 17:24:59.962210
6187517,20673598,Entire home/apt,NORTH,THORNCLIFFE,12,4.5,15,7.0,244.0,,51.107412,-114.063278,2016-09-11 17:24:58.413150
2895780,9931937,Entire home/apt,CENTRE,BELTLINE,34,5.0,2,1.0,87.0,3.0,51.040427,-114.07144,2016-09-11 17:24:57.398680
14304616,87403295,Private room,WEST,GLAMORGAN,5,4.5,2,1.0,33.0,1.0,51.01174,-114.16008,2016-09-11 17:24:50.742209
12969711,70853665,Private room,SOUTHEAST,DOUGLASDALE/GLEN,0,,2,1.0,15.0,1.0,50.942013,-113.984895,2016-09-11 17:24:37.136493
9888864,38602460,Private room,NORTHEAST,CITYSCAPE,77,5.0,2,1.0,28.0,1.0,51.151323,-113.961546,2016-09-11 17:24:28.816838
7902642,41670227,Private room,CENTRE,BELTLINE,7,5.0,2,1.0,41.0,1.0,51.040339,-114.056932,2016-09-11 17:24:27.643789
13816377,81163107,Entire home/apt,CENTRE,BELTLINE,1,,4,2.0,118.0,2.0,51.042699,-114.085703,2016-09-11 17:24:25.158514
5727778,3596374,Private room,CENTRE,MISSION,33,5.0,1,1.0,32.0,2.0,51.032848,-114.069712,2016-09-11 17:24:20.020430
4611594,23893215,Entire home/apt,CENTRE,CRESCENT HEIGHTS,1,,4,1.0,151.0,2.0,51.052322,-114.056511,2016-09-11 17:24:19.472171
9543580,25009657,Private room,CENTRE,KILLARNEY/GLENGARRY,0,,2,1.0,60.0,1.0,51.033923,-114.125927,2016-09-11 17:24:11.272205
3241553,15381985,Entire home/apt,CENTRE,BELTLINE,11,5.0,4,2.0,138.0,4.0,51.039209,-114.06006,2016-09-11 17:24:08.698500
14897987,44274429,Entire home/apt,CENTRE,ELBOW PARK,1,,6,2.0,197.0,1.0,51.020747,-114.080454,2016-09-11 17:24:06.404022
12091753,26200316,Entire home/apt,CENTRE,GREENVIEW,2,,4,1.0,46.0,1.0,51.100681,-114.055822,2016-09-11 17:23:50.728611
12134620,3169489,Entire home/apt,CENTRE,SCARBORO,41,4.5,4,1.0,63.0,1.0,51.042255,-114.107049,2016-09-11 17:23:48.177138
12112829,44584330,Private room,WEST,ROSSCARROCK,6,5.0,2,1.0,24.0,1.0,51.040529,-114.149304,2016-09-11 17:23:14.358427
13416949,72592588,Entire home/apt,NORTHWEST,SILVER SPRINGS,3,5.0,2,1.0,39.0,1.0,51.107011,-114.210774,2016-09-11 17:23:13.919457
10409522,53603625,Private room,SOUTH,SOUTHWOOD,0,,1,1.0,52.0,1.0,50.953762,-114.082328,2016-09-11 17:23:09.300284
12874355,10384877,Private room,CENTRE,WEST HILLHURST,9,4.5,2,1.0,24.0,1.0,51.057213,-114.106509,2016-09-11 17:23:08.965067
10232394,38508369,Private room,CENTRE,ERLTON,7,5.0,2,1.0,99.0,,51.026988,-114.061884,2016-09-11 17:23:06.758315
4602504,21682791,Private room,CENTRE,INGLEWOOD,16,5.0,2,1.0,39.0,1.0,51.032299,-114.018629,2016-09-11 17:23:00.231972
12654806,68745538,Private room,CENTRE,ERLTON,0,,2,1.0,28.0,15.0,51.030334,-114.061861,2016-09-11 17:22:43.661826
5171623,26746750,Entire home/apt,NORTHWEST,BOWNESS,0,,4,1.0,75.0,2.0,51.093281,-114.206301,2016-09-11 17:22:26.275478
7076682,29122642,Private room,EAST,PENBROOKE MEADOWS,39,4.5,1,1.0,16.0,1.0,51.050113,-113.937239,2016-09-11 17:22:26.084185
7074489,12185511,Private room,NORTHWEST,MONTGOMERY,25,5.0,2,1.0,39.0,,51.067757,-114.155051,2016-09-11 17:22:12.665834
11572267,60980498,Private room,SOUTH,MIDNAPORE,0,,1,1.0,47.0,1.0,50.909746,-114.052653,2016-09-11 17:22:10.602403
14980041,88225397,Private room,CENTRE,TUXEDO PARK,0,,2,1.0,47.0,1.0,51.068735,-114.062561,2016-09-11 17:22:03.302842
6645466,34784427,Entire home/apt,CENTRE,BELTLINE,1,,2,1.0,197.0,3.0,51.03933,-114.061153,2016-09-11 17:21:59.542028
8704032,45692138,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,2,2.0,95.0,2.0,51.050841,-114.047966,2016-09-11 17:21:46.174029
14486413,89375598,Entire home/apt,CENTRE,BELTLINE,1,,4,2.0,87.0,2.0,51.041295,-114.065284,2016-09-11 17:21:37.006634
5873840,30501130,Private room,CENTRE,WEST HILLHURST,41,4.5,2,1.0,27.0,1.0,51.056739,-114.123828,2016-09-11 17:21:33.280117
1259027,6856130,Private room,EAST,FOREST LAWN,80,4.5,1,1.0,24.0,1.0,51.042415,-113.97663,2016-09-11 17:21:30.644129
6500967,11467460,Private room,CENTRE,KILLARNEY/GLENGARRY,0,,4,1.0,59.0,2.0,51.03591,-114.137516,2016-09-11 17:21:27.538886
14323102,87403295,Private room,WEST,GLAMORGAN,0,,2,1.0,35.0,1.0,51.012082,-114.158447,2016-09-11 17:21:24.456043
5758832,20705069,Private room,CENTRE,PARKDALE,1,,2,1.0,56.0,3.0,51.06216,-114.1389,2016-09-11 17:21:21.332840
5404279,27222705,Entire home/apt,CENTRE,WEST HILLHURST,65,5.0,3,1.0,70.0,1.0,51.056951,-114.103089,2016-09-11 17:21:18.644329
12887517,12365039,Entire home/apt,CENTRE,BELTLINE,1,,2,1.0,102.0,2.0,51.039437,-114.059416,2016-09-11 17:21:14.977158
14826716,92719911,Private room,CENTRE,BRIDGELAND/RIVERSIDE,0,,5,1.0,39.0,1.0,51.050668,-114.050435,2016-09-11 17:21:12.436348
5277989,9534122,Entire home/apt,CENTRE,BELTLINE,46,5.0,4,2.0,59.0,1.0,51.039717,-114.066453,2016-09-11 17:21:04.114419
7681453,34320309,Entire home/apt,CENTRE,BANFF TRAIL,25,4.5,2,1.0,32.0,2.0,51.073055,-114.107026,2016-09-11 17:21:03.053711
9434532,7635038,Entire home/apt,CENTRE,DOWNTOWN WEST END,0,,3,1.0,62.0,7.0,51.045634,-114.086779,2016-09-11 17:21:00.576656
4969320,20953953,Entire home/apt,CENTRE,HILLHURST,44,4.5,3,2.0,98.0,,51.051511,-114.091364,2016-09-11 17:20:49.115271
13468235,44710523,Entire home/apt,CENTRE,BELTLINE,11,5.0,4,2.0,118.0,1.0,51.039073,-114.061525,2016-09-11 17:20:48.163283
5656938,29320528,Entire home/apt,WEST,ASPEN WOODS,2,,2,1.0,67.0,3.0,51.037892,-114.215334,2016-09-11 17:20:45.572272
13591653,78530821,Entire home/apt,CENTRE,BANKVIEW,11,5.0,6,2.0,99.0,2.0,51.03268,-114.097998,2016-09-11 17:20:43.807520
3209540,16261676,Private room,CENTRE,BANFF TRAIL,0,,1,1.0,99.0,1.0,51.072709,-114.111799,2016-09-11 17:20:33.655914
6646086,34788393,Entire home/apt,NORTHWEST,COLLINGWOOD,6,5.0,4,2.0,60.0,1.0,51.086361,-114.104696,2016-09-11 17:20:21.518427
5988034,30548691,Private room,CENTRE,MISSION,27,4.5,2,1.0,47.0,1.0,51.029878,-114.064966,2016-09-11 17:20:18.412218
6911822,11265659,Private room,CENTRE,SUNNYSIDE,2,,2,1.0,70.0,1.0,51.059589,-114.077565,2016-09-11 17:20:10.738573
12873871,42233276,Private room,NORTHWEST,DALHOUSIE,0,,4,1.0,78.0,2.0,51.110294,-114.163433,2016-09-11 17:19:56.911904
13278831,71036617,Private room,CENTRE,HILLHURST,17,5.0,1,1.0,39.0,1.0,51.051947,-114.102477,2016-09-11 17:19:45.991031
4624147,11247397,Entire home/apt,WEST,WEST SPRINGS,2,,4,2.0,150.0,1.0,51.059247,-114.212421,2016-09-11 17:19:25.970413
51829,238951,Entire home/apt,CENTRE,CRESCENT HEIGHTS,3,5.0,4,1.0,99.0,7.0,51.052753,-114.056735,2016-09-11 17:19:11.658340
14791849,92380216,Entire home/apt,SOUTH,EVERGREEN,0,,6,2.0,56.0,2.0,50.91059,-114.117586,2016-09-11 17:19:10.083457
191036,923623,Entire home/apt,CENTRE,BELTLINE,36,5.0,4,1.0,94.0,1.0,51.038848,-114.060313,2016-09-11 17:19:07.221149
14323130,87629689,Entire home/apt,CENTRE,BELTLINE,0,,2,1.0,78.0,2.0,51.038262,-114.060033,2016-09-11 17:19:02.337514
2874588,4027788,Private room,SOUTH,DEER RIDGE,5,4.5,6,1.0,170.0,1.0,50.926613,-114.01979,2016-09-11 17:19:00.785679
1970399,10174070,Private room,CENTRE,BRIDGELAND/RIVERSIDE,3,5.0,2,1.0,31.0,2.0,51.051326,-114.043636,2016-09-11 17:18:59.208242
4606010,21682791,Private room,CENTRE,INGLEWOOD,7,4.5,2,1.0,47.0,1.0,51.031155,-114.018873,2016-09-11 17:18:58.262255
14421998,88740445,Private room,EAST,APPLEWOOD PARK,0,,2,1.0,39.0,1.0,51.046588,-113.927042,2016-09-11 17:18:42.241373
14403169,76458224,Private room,CENTRE,ST. ANDREWS HEIGHTS,0,,2,1.0,44.0,1.0,51.06557,-114.128573,2016-09-11 17:18:37.980146
2079672,10625737,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,23,4.5,6,2.0,95.0,3.0,51.051841,-114.039208,2016-09-11 17:18:25.582351
6887151,18016239,Private room,CENTRE,MISSION,0,,2,1.0,158.0,1.0,51.032603,-114.064609,2016-09-11 17:18:19.409854
4271280,13818091,Entire home/apt,CENTRE,RAMSAY,11,4.5,4,2.0,63.0,7.0,51.037941,-114.041783,2016-09-11 17:18:14.138489
10157601,51353816,Entire home/apt,SOUTH,SUNDANCE,0,,5,3.0,118.0,1.0,50.895034,-114.043994,2016-09-11 17:18:13.086892
14866911,93136966,Private room,WEST,GLENBROOK,0,,2,1.0,24.0,1.0,51.021569,-114.155375,2016-09-11 17:18:00.892359
7071514,37076495,Private room,CENTRE,BELTLINE,60,5.0,2,1.0,46.0,1.0,51.040357,-114.070283,2016-09-11 17:17:58.069045
14947936,18227578,Entire home/apt,CENTRE,BELTLINE,0,,4,2.0,117.0,1.0,51.044549,-114.085909,2016-09-11 17:17:51.822999
11338730,40880917,Private room,SOUTHEAST,NEW BRIGHTON,4,5.0,1,1.0,39.0,1.0,50.91462,-113.94541,2016-09-11 17:17:40.268857
7800227,41056492,Private room,CENTRE,SOUTH CALGARY,0,,2,1.0,71.0,1.0,51.028733,-114.100371,2016-09-11 17:17:37.615085
13408856,62430186,Entire home/apt,CENTRE,BELTLINE,3,4.5,4,2.0,78.0,3.0,51.038048,-114.075836,2016-09-11 17:17:29.872589
12988657,28037601,Entire home/apt,CENTRE,BELTLINE,1,,2,0.0,59.0,7.0,51.038082,-114.078448,2016-09-11 17:17:17.752352
14283866,22506106,Entire home/apt,CENTRE,CRESCENT HEIGHTS,1,,5,2.0,71.0,1.0,51.056451,-114.056499,2016-09-11 17:17:15.478071
9351993,46425404,Entire home/apt,NORTH,PANORAMA HILLS,0,,8,6.0,118.0,1.0,51.166161,-114.071271,2016-09-11 17:17:14.031455
8391028,44213882,Private room,CENTRE,ALTADORE,1,,1,1.0,36.0,3.0,51.022419,-114.097727,2016-09-11 17:17:09.899807
5571531,28413707,Entire home/apt,SOUTH,OAKRIDGE,3,4.5,4,2.0,114.0,5.0,50.969856,-114.121108,2016-09-11 17:17:03.821046
11723772,32683270,Private room,CENTRE,BANFF TRAIL,1,,1,1.0,28.0,1.0,51.078416,-114.117112,2016-09-11 17:17:01.900092
2207957,1875899,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,119,4.5,6,2.0,78.0,1.0,51.049063,-114.057108,2016-09-11 17:17:01.641278
2980246,2845535,Private room,SOUTH,WOODLANDS,1,,2,1.0,36.0,5.0,50.93882,-114.115951,2016-09-11 17:16:41.050131
3303727,10174070,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,6,5.0,4,1.0,75.0,2.0,51.049794,-114.040309,2016-09-11 17:16:29.719979
13335059,75501624,Shared room,NORTHWEST,BOWNESS,0,,2,1.0,71.0,1.0,51.095075,-114.212229,2016-09-11 17:16:23.031024
6239664,20932466,Private room,CENTRE,INGLEWOOD,0,,1,1.0,76.0,1.0,51.032121,-114.018351,2016-09-11 17:16:20.714082
2455172,12555601,Private room,CENTRE,SOUTH CALGARY,58,5.0,2,1.0,38.0,,51.030256,-114.096994,2016-09-11 17:16:18.192150
14013457,23251083,Entire home/apt,WEST,SPRUCE CLIFF,1,,5,2.0,158.0,1.0,51.042207,-114.136785,2016-09-11 17:16:03.656641
1566904,8334373,Private room,CENTRE,INGLEWOOD,41,4.5,2,1.0,54.0,1.0,51.035173,-114.024673,2016-09-11 17:15:50.782154
4481508,13818091,Entire home/apt,CENTRE,RAMSAY,26,5.0,5,3.0,78.0,7.0,51.036953,-114.043202,2016-09-11 17:15:44.282788
5394900,27715982,Entire home/apt,CENTRE,HILLHURST,13,4.5,4,1.0,60.0,3.0,51.05143,-114.100279,2016-09-11 17:15:42.139008
6491641,2790825,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,0,,2,1.0,256.0,11.0,51.052889,-114.039082,2016-09-11 17:15:38.525620
13057737,64056982,Private room,SOUTH,WILLOW PARK,0,,1,1.0,39.0,1.0,50.954017,-114.065524,2016-09-11 17:15:36.123819
12834505,70060481,Private room,SOUTH,DEER RUN,10,5.0,2,1.0,37.0,1.0,50.9207,-113.997314,2016-09-11 17:15:21.720853
1567252,8336722,Private room,NORTHWEST,SILVER SPRINGS,87,5.0,2,1.0,38.0,1.0,51.10661,-114.197455,2016-09-11 17:15:13.330394
14220106,25811605,Private room,CENTRE,ALTADORE,0,,2,1.0,39.0,1.0,51.01064,-114.10931,2016-09-11 17:15:09.610120
4512533,9508821,Private room,CENTRE,BANKVIEW,15,5.0,2,1.0,32.0,2.0,51.035209,-114.102718,2016-09-11 17:14:56.322355
7247544,33930543,Private room,SOUTH,WILLOW PARK,4,5.0,2,1.0,47.0,1.0,50.957632,-114.065907,2016-09-11 17:14:48.728184
13201739,73375258,Private room,WEST,RUTLAND PARK,0,,2,1.0,28.0,1.0,51.01473,-114.139192,2016-09-11 17:14:46.034396
2576259,613619,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,23,4.5,4,1.0,117.0,3.0,51.053567,-114.041546,2016-09-11 17:14:41.972104
1196688,3807565,Private room,SOUTH,KINGSLAND,10,5.0,6,1.0,40.0,1.0,50.984061,-114.079589,2016-09-11 17:14:36.906226
1305271,7099331,Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,16,5.0,2,1.0,33.0,2.0,51.042329,-113.9958,2016-09-11 17:14:34.134585
13156099,71209758,Entire home/apt,CENTRE,BELTLINE,11,5.0,4,2.0,174.0,2.0,51.040742,-114.06038,2016-09-11 17:14:33.917170
8452367,43956192,Entire home/apt,NORTH,BEDDINGTON HEIGHTS,0,,4,2.0,63.0,3.0,51.126517,-114.090244,2016-09-11 17:14:28.972180
11949822,63812572,Private room,SOUTH,MILLRISE,0,,1,1.0,56.0,1.0,50.916811,-114.093894,2016-09-11 17:14:17.540998
5278986,27327231,Entire home/apt,CENTRE,BELTLINE,83,4.5,3,1.0,89.0,1.0,51.039528,-114.079521,2016-09-11 17:14:12.624148
7902945,1662190,Private room,SOUTH,ACADIA,45,5.0,2,1.0,39.0,1.0,50.97805,-114.05093,2016-09-11 17:14:05.918055
11343098,5310459,Entire home/apt,CENTRE,MISSION,4,4.5,4,1.0,70.0,2.0,51.035843,-114.070099,2016-09-11 17:13:59.060458
8293896,43730312,Private room,SOUTHEAST,DOUGLASDALE/GLEN,0,,5,1.0,118.0,1.0,50.937895,-113.978978,2016-09-11 17:13:45.844729
10838845,19407721,Private room,CENTRE,RICHMOND,1,,2,1.0,95.0,2.0,51.037077,-114.107767,2016-09-11 17:13:29.988347
2016405,10370413,Entire home/apt,CENTRE,BANFF TRAIL,63,5.0,8,3.0,129.0,2.0,51.078708,-114.116702,2016-09-11 17:13:24.811401
4564898,23662483,Entire home/apt,CENTRE,SHAGANAPPI,9,4.5,2,1.0,43.0,,51.038368,-114.125876,2016-09-11 17:13:13.947883
11638726,60401390,Private room,CENTRE,DOWNTOWN EAST VILLAGE,0,,2,1.0,52.0,1.0,51.049303,-114.055813,2016-09-11 17:13:11.211939
8598049,31158302,Entire home/apt,CENTRE,MISSION,33,4.5,4,1.0,62.0,2.0,51.033138,-114.070889,2016-09-11 17:13:08.334307
13724571,26442161,Private room,EAST,DOVER,2,,2,1.0,52.0,1.0,51.030523,-113.98397,2016-09-11 17:12:53.190623
9532901,49380968,Entire home/apt,CENTRE,BELTLINE,3,3.5,2,1.0,67.0,3.0,51.041835,-114.093514,2016-09-11 17:12:50.613959
10551358,45698997,Entire home/apt,WEST,ASPEN WOODS,18,5.0,6,2.0,69.0,1.0,51.041419,-114.19958,2016-09-11 17:12:35.127898
6883745,36069573,Private room,CENTRE,BELTLINE,10,4.5,2,1.0,46.0,1.0,51.042585,-114.086913,2016-09-11 17:12:32.493087
4094049,21236358,Entire home/apt,CENTRE,RAMSAY,6,5.0,2,1.0,63.0,1.0,51.038381,-114.042289,2016-09-11 17:12:12.767413
9678237,50002834,Private room,SOUTHEAST,RIVERBEND,0,,1,1.0,15.0,20.0,50.972294,-114.021241,2016-09-11 17:12:09.238837
13939766,82901225,Private room,CENTRE,RENFREW,2,,2,1.0,60.0,1.0,51.061157,-114.049129,2016-09-11 17:12:05.359690
4910922,25190100,Entire home/apt,CENTRE,MOUNT PLEASANT,21,4.5,11,6.0,180.0,4.0,51.067089,-114.070755,2016-09-11 17:12:01.425011
13843979,3499844,Private room,WEST,SIGNAL HILL,8,4.5,2,1.0,24.0,1.0,51.015135,-114.172613,2016-09-11 17:12:01.166103
10982691,44970722,Entire home/apt,CENTRE,BELTLINE,22,5.0,3,2.0,100.0,3.0,51.042111,-114.068267,2016-09-11 17:11:56.206795
12343541,66608346,Entire home/apt,CENTRE,BANKVIEW,7,4.5,2,1.0,55.0,1.0,51.034943,-114.096875,2016-09-11 17:11:53.892619
3333633,9896616,Entire home/apt,CENTRE,BELTLINE,0,,2,2.0,394.0,1.0,51.039678,-114.065987,2016-09-11 17:11:51.170056
587024,1576340,Private room,CENTRE,CRESCENT HEIGHTS,2,,2,1.0,60.0,2.0,51.06169,-114.056684,2016-09-11 17:11:49.057095
13508558,42735197,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,1,,4,2.0,148.0,2.0,51.048402,-114.050614,2016-09-11 17:11:25.640683
4037434,20932466,Entire home/apt,CENTRE,INGLEWOOD,17,4.5,4,2.0,111.0,2.0,51.033614,-114.018152,2016-09-11 17:11:19.770037
9531122,49371743,Entire home/apt,CENTRE,BELTLINE,0,,2,1.0,118.0,7.0,51.038154,-114.05903,2016-09-11 17:11:12.669215
13885564,81018254,Private room,SOUTH,SHAWNESSY,0,,2,1.0,47.0,1.0,50.911496,-114.091458,2016-09-11 17:11:08.793781
3954004,20493937,Entire home/apt,CENTRE,MOUNT PLEASANT,3,4.5,4,2.0,78.0,2.0,51.074563,-114.068936,2016-09-11 17:10:55.532738
4355437,22506106,Entire home/apt,CENTRE,CRESCENT HEIGHTS,122,5.0,4,2.0,63.0,1.0,51.056372,-114.054159,2016-09-11 17:10:52.970346
14555316,90115553,Entire home/apt,CENTRE,BANKVIEW,2,,2,1.0,36.0,6.0,51.032828,-114.100438,2016-09-11 17:10:46.439095
13767958,80766734,Entire home/apt,CENTRE,BELTLINE,7,5.0,2,1.0,87.0,1.0,51.042291,-114.060114,2016-09-11 17:10:44.381932
14093385,77122145,Private room,CENTRE,WINDSOR PARK,0,,2,1.0,47.0,1.0,51.002759,-114.077162,2016-09-11 17:10:41.590078
9605984,7271195,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,23,5.0,4,1.0,72.0,2.0,51.049631,-114.036906,2016-09-11 17:10:37.228526
14885327,4345521,Private room,CENTRE,RAMSAY,0,,4,1.0,101.0,1.0,51.032391,-114.048646,2016-09-11 17:10:33.997427
13725608,80252145,Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,2,,4,1.0,70.0,1.0,51.055715,-114.03697,2016-09-11 17:10:32.183827
7535700,39482728,Entire home/apt,CENTRE,INGLEWOOD,51,5.0,6,2.0,78.0,1.0,51.040661,-114.027222,2016-09-11 17:10:29.148494
13889133,77869039,Private room,NORTHEAST,REDSTONE,0,,2,1.0,32.0,3.0,51.171862,-113.961525,2016-09-11 17:10:23.408889
564500,2775727,Entire home/apt,CENTRE,LOWER MOUNT ROYAL,85,5.0,3,2.0,118.0,2.0,51.036912,-114.08928,2016-09-11 17:10:22.972968
9635378,49380968,Entire home/apt,CENTRE,BELTLINE,3,4.5,4,2.0,66.0,3.0,51.043124,-114.092598,2016-09-11 17:09:53.869605
13633823,74678171,Entire home/apt,CENTRE,INGLEWOOD,5,5.0,4,0.0,71.0,1.0,51.042138,-114.034346,2016-09-11 17:09:25.139137
14474833,89215063,Private room,EAST,FOREST LAWN,0,,2,1.0,35.0,1.0,51.036347,-113.974246,2016-09-11 17:09:13.260753
7798149,40991013,Private room,WEST,SIGNAL HILL,0,,2,1.0,67.0,2.0,51.012108,-114.178076,2016-09-11 17:09:07.379513
3361748,12555601,Private room,CENTRE,BANKVIEW,23,5.0,2,1.0,34.0,1.0,51.030898,-114.096479,2016-09-11 17:08:54.426430
8171093,43123589,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,3,3.5,2,1.0,56.0,3.0,51.046732,-114.076468,2016-09-11 17:08:48.486667
10771795,6781491,Private room,WEST,ROSSCARROCK,4,5.0,3,1.0,32.0,1.0,51.044835,-114.144578,2016-09-11 17:08:33.621584
13219383,38578532,Entire home/apt,SOUTH,SHAWNEE SLOPES,4,,8,4.0,190.0,,50.930521,-114.094804,2016-09-11 17:08:03.335441
10698684,55275980,Entire home/apt,NORTHWEST,BOWNESS,0,,1,2.0,63.0,1.0,51.091911,-114.19448,2016-09-11 17:07:54.118667
9044245,47194225,Shared room,NORTHEAST,RUNDLE,3,4.5,5,1.0,39.0,1.0,51.072736,-113.97431,2016-09-11 17:07:42.790316
12805047,38943754,Private room,CENTRE,BRIDGELAND/RIVERSIDE,8,5.0,2,1.0,43.0,2.0,51.050468,-114.04833,2016-09-11 17:07:19.537288
6051079,29122642,Entire home/apt,SOUTH,SHAWNESSY,20,4.0,3,3.0,63.0,1.0,50.910008,-114.073114,2016-09-11 17:07:17.385377
12288184,66221947,Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,25,5.0,2,1.0,26.0,1.0,51.043664,-114.002154,2016-09-11 17:07:02.533867
8134721,10254437,Entire home/apt,CENTRE,BELTLINE,102,5.0,3,1.0,91.0,1.0,51.042175,-114.060377,2016-09-11 17:06:59.167777
8236556,43434299,Private room,SOUTH,PALLISER,24,5.0,3,1.0,35.0,1.0,50.963479,-114.117483,2016-09-11 17:05:50.963176
184701,885992,Private room,CENTRE,BANKVIEW,1,,4,1.0,99.0,3.0,51.030994,-114.095264,2016-09-11 17:05:42.486760
13513062,77575191,Entire home/apt,CENTRE,BELTLINE,0,,4,2.0,473.0,2.0,51.03932,-114.059691,2016-09-11 17:05:39.026549
13480594,77186030,Entire home/apt,CENTRE,CLIFF BUNGALOW,9,4.5,2,1.0,62.0,1.0,51.034894,-114.073379,2016-09-11 17:05:34.690448
14092950,64083939,Private room,EAST,DOVER,0,,2,1.0,28.0,1.0,51.024273,-113.979381,2016-09-11 17:05:31.310856
13771510,29184576,Entire home/apt,WEST,GLAMORGAN,2,,2,1.0,55.0,1.0,51.018894,-114.143978,2016-09-11 17:05:21.269511
6030221,25815823,Entire home/apt,NORTH,HIDDEN VALLEY,6,5.0,11,4.0,125.0,6.0,51.147897,-114.102647,2016-09-11 17:04:58.097212
11962853,61960460,Entire home/apt,CENTRE,SUNNYSIDE,0,,5,3.0,489.0,3.0,51.05955,-114.072518,2016-09-11 17:04:49.021161
6033235,31298510,Entire home/apt,CENTRE,BELTLINE,79,4.5,4,2.0,106.0,1.0,51.042139,-114.085226,2016-09-11 17:04:46.382560
1837409,6688613,Private room,WEST,PATTERSON,0,,2,1.0,48.0,1.0,51.057104,-114.166583,2016-09-11 17:04:38.464671
6923591,15349060,Entire home/apt,CENTRE,BELTLINE,18,5.0,4,2.0,150.0,3.0,51.040505,-114.058965,2016-09-11 17:04:35.219126
8921374,42542535,Private room,CENTRE,CRESCENT HEIGHTS,0,,1,1.0,28.0,3.0,51.062196,-114.059236,2016-09-11 17:04:29.761251
5060836,26134364,Entire home/apt,CENTRE,BELTLINE,31,5.0,2,1.0,94.0,7.0,51.038359,-114.066373,2016-09-11 17:04:26.652130
5928728,30780968,Private room,NORTHWEST,EDGEMONT,13,4.5,1,1.0,31.0,1.0,51.136562,-114.128692,2016-09-11 17:04:22.597754
7384793,3169799,Entire home/apt,CENTRE,BANFF TRAIL,2,,4,3.0,98.0,1.0,51.067703,-114.109087,2016-09-11 17:04:20.761318
12548041,15722524,Entire home/apt,CENTRE,SUNALTA,4,5.0,2,0.0,63.0,1.0,51.042394,-114.100935,2016-09-11 17:04:13.809709
10156997,49380968,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,4,2.0,75.0,3.0,51.04878,-114.056198,2016-09-11 17:03:35.397442
6437691,6918446,Private room,SOUTHEAST,MCKENZIE TOWNE,2,,2,1.0,40.0,2.0,50.926167,-113.968024,2016-09-11 17:03:22.783213
10637248,48085502,Private room,CENTRE,BELTLINE,3,4.5,2,1.0,71.0,1.0,51.03973,-114.06095,2016-09-11 17:03:12.353253
12456523,66820635,Entire home/apt,CENTRE,ERLTON,3,5.0,5,2.0,67.0,3.0,51.03072,-114.061937,2016-09-11 17:03:09.044060
261873,1373839,Entire home/apt,CENTRE,RENFREW,299,5.0,4,1.0,56.0,1.0,51.053438,-114.028371,2016-09-11 17:02:59.341503
